respondent_id,cohort,age_band,episode,score
R1511,Private bank,30-44,Open an account,8
R1511,Private bank,30-44,Make a payment,9
R1511,Private bank,30-44,Get support,8
R1511,Private bank,30-44,Apply for credit,10
R1512,Private bank,45-59,Open an account,6
R1512,Private bank,45-59,Make a payment,9
R1512,Private bank,45-59,Get support,6
R1512,Private bank,45-59,Apply for credit,6
R1513,Private bank,45-59,Open an account,10
R1513,Private bank,45-59,Make a payment,9
R1513,Private bank,45-59,Get support,4
R1513,Private bank,45-59,Apply for credit,6
R1514,Neobank / payments app,30-44,Open an account,4
R1514,Neobank / payments app,30-44,Make a payment,7
R1514,Neobank / payments app,30-44,Get support,3
R1514,Neobank / payments app,30-44,Apply for credit,5
R1515,Private bank,45-59,Open an account,8
R1515,Private bank,45-59,Make a payment,9
R1515,Private bank,45-59,Get support,10
R1515,Private bank,45-59,Apply for credit,10
R1516,Public bank,18-29,Open an account,8
R1516,Public bank,18-29,Make a payment,6
R1516,Public bank,18-29,Get support,6
R1516,Public bank,18-29,Apply for credit,8
R1517,Private bank,18-29,Open an account,9
R1517,Private bank,18-29,Make a payment,10
R1517,Private bank,18-29,Get support,7
R1517,Private bank,18-29,Apply for credit,7
R1518,Private bank,30-44,Open an account,3
R1518,Private bank,30-44,Make a payment,6
R1518,Private bank,30-44,Get support,6
R1518,Private bank,30-44,Apply for credit,8
R1519,Private bank,30-44,Open an account,10
R1519,Private bank,30-44,Make a payment,9
R1519,Private bank,30-44,Get support,7
R1519,Private bank,30-44,Apply for credit,10
R1520,Public bank,18-29,Open an account,9
R1520,Public bank,18-29,Make a payment,7
R1520,Public bank,18-29,Get support,7
R1520,Public bank,18-29,Apply for credit,6
R1521,Neobank / payments app,30-44,Open an account,10
R1521,Neobank / payments app,30-44,Make a payment,8
R1521,Neobank / payments app,30-44,Get support,6
R1521,Neobank / payments app,30-44,Apply for credit,9
R1522,Public bank,18-29,Open an account,6
R1522,Public bank,18-29,Make a payment,10
R1522,Public bank,18-29,Get support,6
R1522,Public bank,18-29,Apply for credit,6
R1523,Public bank,45-59,Open an account,10
R1523,Public bank,45-59,Make a payment,7
R1523,Public bank,45-59,Get support,7
R1523,Public bank,45-59,Apply for credit,6
R1524,Neobank / payments app,60+,Open an account,6
R1524,Neobank / payments app,60+,Make a payment,7
R1524,Neobank / payments app,60+,Get support,6
R1524,Neobank / payments app,60+,Apply for credit,6
R1525,Private bank,30-44,Open an account,8
R1525,Private bank,30-44,Make a payment,5
R1525,Private bank,30-44,Get support,6
R1525,Private bank,30-44,Apply for credit,6
R1526,Neobank / payments app,45-59,Open an account,9
R1526,Neobank / payments app,45-59,Make a payment,9
R1526,Neobank / payments app,45-59,Get support,8
R1526,Neobank / payments app,45-59,Apply for credit,10
R1527,Private bank,18-29,Open an account,8
R1527,Private bank,18-29,Make a payment,9
R1527,Private bank,18-29,Get support,9
R1527,Private bank,18-29,Apply for credit,10
R1528,Private bank,30-44,Open an account,7
R1528,Private bank,30-44,Make a payment,7
R1528,Private bank,30-44,Get support,6
R1528,Private bank,30-44,Apply for credit,5
R1529,Private bank,30-44,Open an account,7
R1529,Private bank,30-44,Make a payment,8
R1529,Private bank,30-44,Get support,7
R1529,Private bank,30-44,Apply for credit,10
R1530,Private bank,30-44,Open an account,8
R1530,Private bank,30-44,Make a payment,7
R1530,Private bank,30-44,Get support,9
R1530,Private bank,30-44,Apply for credit,9
R1531,Private bank,60+,Open an account,6
R1531,Private bank,60+,Make a payment,9
R1531,Private bank,60+,Get support,9
R1531,Private bank,60+,Apply for credit,8
R1532,Private bank,60+,Open an account,9
R1532,Private bank,60+,Make a payment,6
R1532,Private bank,60+,Get support,5
R1532,Private bank,60+,Apply for credit,8
R1533,Neobank / payments app,18-29,Open an account,10
R1533,Neobank / payments app,18-29,Make a payment,10
R1533,Neobank / payments app,18-29,Get support,10
R1533,Neobank / payments app,18-29,Apply for credit,7
R1534,Public bank,30-44,Open an account,6
R1534,Public bank,30-44,Make a payment,6
R1534,Public bank,30-44,Get support,7
R1534,Public bank,30-44,Apply for credit,4
R1535,Neobank / payments app,30-44,Open an account,7
R1535,Neobank / payments app,30-44,Make a payment,6
R1535,Neobank / payments app,30-44,Get support,8
R1535,Neobank / payments app,30-44,Apply for credit,9
R1536,Private bank,30-44,Open an account,5
R1536,Private bank,30-44,Make a payment,7
R1536,Private bank,30-44,Get support,6
R1536,Private bank,30-44,Apply for credit,7
R1537,Neobank / payments app,18-29,Open an account,8
R1537,Neobank / payments app,18-29,Make a payment,9
R1537,Neobank / payments app,18-29,Get support,9
R1537,Neobank / payments app,18-29,Apply for credit,8
R1538,Neobank / payments app,45-59,Open an account,6
R1538,Neobank / payments app,45-59,Make a payment,9
R1538,Neobank / payments app,45-59,Get support,4
R1538,Neobank / payments app,45-59,Apply for credit,8
R1539,Private bank,18-29,Open an account,5
R1539,Private bank,18-29,Make a payment,6
R1539,Private bank,18-29,Get support,7
R1539,Private bank,18-29,Apply for credit,6
R1540,Neobank / payments app,30-44,Open an account,9
R1540,Neobank / payments app,30-44,Make a payment,10
R1540,Neobank / payments app,30-44,Get support,7
R1540,Neobank / payments app,30-44,Apply for credit,10
R1541,Private bank,30-44,Open an account,6
R1541,Private bank,30-44,Make a payment,10
R1541,Private bank,30-44,Get support,10
R1541,Private bank,30-44,Apply for credit,9
R1542,Neobank / payments app,30-44,Open an account,7
R1542,Neobank / payments app,30-44,Make a payment,10
R1542,Neobank / payments app,30-44,Get support,7
R1542,Neobank / payments app,30-44,Apply for credit,10
R1543,Neobank / payments app,30-44,Open an account,6
R1543,Neobank / payments app,30-44,Make a payment,8
R1543,Neobank / payments app,30-44,Get support,5
R1543,Neobank / payments app,30-44,Apply for credit,8
R1544,Private bank,45-59,Open an account,9
R1544,Private bank,45-59,Make a payment,6
R1544,Private bank,45-59,Get support,9
R1544,Private bank,45-59,Apply for credit,5
R1545,Private bank,18-29,Open an account,6
R1545,Private bank,18-29,Make a payment,8
R1545,Private bank,18-29,Get support,8
R1545,Private bank,18-29,Apply for credit,5
R1546,Neobank / payments app,60+,Open an account,8
R1546,Neobank / payments app,60+,Make a payment,6
R1546,Neobank / payments app,60+,Get support,3
R1546,Neobank / payments app,60+,Apply for credit,9
R1547,Neobank / payments app,60+,Open an account,10
R1547,Neobank / payments app,60+,Make a payment,6
R1547,Neobank / payments app,60+,Get support,6
R1547,Neobank / payments app,60+,Apply for credit,8
R1548,Private bank,45-59,Open an account,5
R1548,Private bank,45-59,Make a payment,9
R1548,Private bank,45-59,Get support,10
R1548,Private bank,45-59,Apply for credit,10
R1549,Private bank,18-29,Open an account,7
R1549,Private bank,18-29,Make a payment,10
R1549,Private bank,18-29,Get support,7
R1549,Private bank,18-29,Apply for credit,9
R1550,Private bank,45-59,Open an account,9
R1550,Private bank,45-59,Make a payment,8
R1550,Private bank,45-59,Get support,7
R1550,Private bank,45-59,Apply for credit,7
R1551,Neobank / payments app,60+,Open an account,9
R1551,Neobank / payments app,60+,Make a payment,8
R1551,Neobank / payments app,60+,Get support,3
R1551,Neobank / payments app,60+,Apply for credit,7
R1552,Private bank,18-29,Open an account,4
R1552,Private bank,18-29,Make a payment,9
R1552,Private bank,18-29,Get support,7
R1552,Private bank,18-29,Apply for credit,9
R1553,Neobank / payments app,30-44,Open an account,10
R1553,Neobank / payments app,30-44,Make a payment,10
R1553,Neobank / payments app,30-44,Get support,7
R1553,Neobank / payments app,30-44,Apply for credit,10
R1554,Private bank,18-29,Open an account,6
R1554,Private bank,18-29,Make a payment,7
R1554,Private bank,18-29,Get support,6
R1554,Private bank,18-29,Apply for credit,10
R1555,Neobank / payments app,30-44,Open an account,10
R1555,Neobank / payments app,30-44,Make a payment,10
R1555,Neobank / payments app,30-44,Get support,6
R1555,Neobank / payments app,30-44,Apply for credit,6
R1556,Private bank,18-29,Open an account,10
R1556,Private bank,18-29,Make a payment,9
R1556,Private bank,18-29,Get support,8
R1556,Private bank,18-29,Apply for credit,10
R1557,Neobank / payments app,18-29,Open an account,8
R1557,Neobank / payments app,18-29,Make a payment,10
R1557,Neobank / payments app,18-29,Get support,5
R1557,Neobank / payments app,18-29,Apply for credit,9
R1558,Public bank,60+,Open an account,7
R1558,Public bank,60+,Make a payment,4
R1558,Public bank,60+,Get support,9
R1558,Public bank,60+,Apply for credit,4
R1559,Private bank,30-44,Open an account,5
R1559,Private bank,30-44,Make a payment,8
R1559,Private bank,30-44,Get support,5
R1559,Private bank,30-44,Apply for credit,6
R1560,Private bank,18-29,Open an account,8
R1560,Private bank,18-29,Make a payment,9
R1560,Private bank,18-29,Get support,5
R1560,Private bank,18-29,Apply for credit,7
R1561,Neobank / payments app,30-44,Open an account,8
R1561,Neobank / payments app,30-44,Make a payment,6
R1561,Neobank / payments app,30-44,Get support,7
R1561,Neobank / payments app,30-44,Apply for credit,8
R1562,Neobank / payments app,18-29,Open an account,10
R1562,Neobank / payments app,18-29,Make a payment,8
R1562,Neobank / payments app,18-29,Get support,7
R1562,Neobank / payments app,18-29,Apply for credit,6
R1563,Neobank / payments app,30-44,Open an account,8
R1563,Neobank / payments app,30-44,Make a payment,9
R1563,Neobank / payments app,30-44,Get support,4
R1563,Neobank / payments app,30-44,Apply for credit,7
R1564,Public bank,18-29,Open an account,6
R1564,Public bank,18-29,Make a payment,8
R1564,Public bank,18-29,Get support,7
R1564,Public bank,18-29,Apply for credit,6
R1565,Public bank,30-44,Open an account,5
R1565,Public bank,30-44,Make a payment,7
R1565,Public bank,30-44,Get support,5
R1565,Public bank,30-44,Apply for credit,2
R1566,Private bank,18-29,Open an account,7
R1566,Private bank,18-29,Make a payment,3
R1566,Private bank,18-29,Get support,8
R1566,Private bank,18-29,Apply for credit,8
R1567,Neobank / payments app,30-44,Open an account,10
R1567,Neobank / payments app,30-44,Make a payment,9
R1567,Neobank / payments app,30-44,Get support,7
R1567,Neobank / payments app,30-44,Apply for credit,10
R1568,Private bank,30-44,Open an account,6
R1568,Private bank,30-44,Make a payment,10
R1568,Private bank,30-44,Get support,5
R1568,Private bank,30-44,Apply for credit,6
R1569,Public bank,18-29,Open an account,7
R1569,Public bank,18-29,Make a payment,10
R1569,Public bank,18-29,Get support,5
R1569,Public bank,18-29,Apply for credit,7
R1570,Neobank / payments app,30-44,Open an account,8
R1570,Neobank / payments app,30-44,Make a payment,10
R1570,Neobank / payments app,30-44,Get support,6
R1570,Neobank / payments app,30-44,Apply for credit,9
R1571,Neobank / payments app,30-44,Open an account,5
R1571,Neobank / payments app,30-44,Make a payment,10
R1571,Neobank / payments app,30-44,Get support,2
R1571,Neobank / payments app,30-44,Apply for credit,7
R1572,Neobank / payments app,30-44,Open an account,10
R1572,Neobank / payments app,30-44,Make a payment,10
R1572,Neobank / payments app,30-44,Get support,7
R1572,Neobank / payments app,30-44,Apply for credit,8
R1573,Neobank / payments app,60+,Open an account,8
R1573,Neobank / payments app,60+,Make a payment,7
R1573,Neobank / payments app,60+,Get support,9
R1573,Neobank / payments app,60+,Apply for credit,6
R1574,Private bank,18-29,Open an account,10
R1574,Private bank,18-29,Make a payment,6
R1574,Private bank,18-29,Get support,7
R1574,Private bank,18-29,Apply for credit,8
R1575,Private bank,45-59,Open an account,9
R1575,Private bank,45-59,Make a payment,8
R1575,Private bank,45-59,Get support,9
R1575,Private bank,45-59,Apply for credit,10
R1576,Private bank,60+,Open an account,7
R1576,Private bank,60+,Make a payment,10
R1576,Private bank,60+,Get support,9
R1576,Private bank,60+,Apply for credit,8
R1577,Neobank / payments app,30-44,Open an account,5
R1577,Neobank / payments app,30-44,Make a payment,9
R1577,Neobank / payments app,30-44,Get support,5
R1577,Neobank / payments app,30-44,Apply for credit,8
R1578,Private bank,30-44,Open an account,7
R1578,Private bank,30-44,Make a payment,9
R1578,Private bank,30-44,Get support,7
R1578,Private bank,30-44,Apply for credit,9
R1579,Private bank,18-29,Open an account,7
R1579,Private bank,18-29,Make a payment,6
R1579,Private bank,18-29,Get support,6
R1579,Private bank,18-29,Apply for credit,6
R1580,Private bank,45-59,Open an account,7
R1580,Private bank,45-59,Make a payment,9
R1580,Private bank,45-59,Get support,4
R1580,Private bank,45-59,Apply for credit,8
R1581,Private bank,30-44,Open an account,8
R1581,Private bank,30-44,Make a payment,6
R1581,Private bank,30-44,Get support,8
R1581,Private bank,30-44,Apply for credit,10
R1582,Private bank,18-29,Open an account,7
R1582,Private bank,18-29,Make a payment,6
R1582,Private bank,18-29,Get support,6
R1582,Private bank,18-29,Apply for credit,8
R1583,Neobank / payments app,18-29,Open an account,10
R1583,Neobank / payments app,18-29,Make a payment,10
R1583,Neobank / payments app,18-29,Get support,8
R1583,Neobank / payments app,18-29,Apply for credit,10
R1584,Private bank,18-29,Open an account,10
R1584,Private bank,18-29,Make a payment,10
R1584,Private bank,18-29,Get support,8
R1584,Private bank,18-29,Apply for credit,8
R1585,Private bank,30-44,Open an account,7
R1585,Private bank,30-44,Make a payment,10
R1585,Private bank,30-44,Get support,6
R1585,Private bank,30-44,Apply for credit,5
R1586,Neobank / payments app,18-29,Open an account,8
R1586,Neobank / payments app,18-29,Make a payment,8
R1586,Neobank / payments app,18-29,Get support,7
R1586,Neobank / payments app,18-29,Apply for credit,7
R1587,Neobank / payments app,18-29,Open an account,10
R1587,Neobank / payments app,18-29,Make a payment,8
R1587,Neobank / payments app,18-29,Get support,10
R1587,Neobank / payments app,18-29,Apply for credit,8
R1588,Neobank / payments app,18-29,Open an account,10
R1588,Neobank / payments app,18-29,Make a payment,7
R1588,Neobank / payments app,18-29,Get support,9
R1588,Neobank / payments app,18-29,Apply for credit,8
R1589,Private bank,18-29,Open an account,7
R1589,Private bank,18-29,Make a payment,6
R1589,Private bank,18-29,Get support,10
R1589,Private bank,18-29,Apply for credit,6
R1590,Neobank / payments app,30-44,Open an account,4
R1590,Neobank / payments app,30-44,Make a payment,8
R1590,Neobank / payments app,30-44,Get support,4
R1590,Neobank / payments app,30-44,Apply for credit,10
R1591,Neobank / payments app,18-29,Open an account,8
R1591,Neobank / payments app,18-29,Make a payment,10
R1591,Neobank / payments app,18-29,Get support,4
R1591,Neobank / payments app,18-29,Apply for credit,10
R1592,Private bank,60+,Open an account,8
R1592,Private bank,60+,Make a payment,10
R1592,Private bank,60+,Get support,5
R1592,Private bank,60+,Apply for credit,10
R1593,Private bank,30-44,Open an account,10
R1593,Private bank,30-44,Make a payment,10
R1593,Private bank,30-44,Get support,6
R1593,Private bank,30-44,Apply for credit,7
R1594,Private bank,30-44,Open an account,5
R1594,Private bank,30-44,Make a payment,7
R1594,Private bank,30-44,Get support,6
R1594,Private bank,30-44,Apply for credit,10
R1595,Private bank,18-29,Open an account,9
R1595,Private bank,18-29,Make a payment,9
R1595,Private bank,18-29,Get support,9
R1595,Private bank,18-29,Apply for credit,5
R1596,Neobank / payments app,45-59,Open an account,10
R1596,Neobank / payments app,45-59,Make a payment,9
R1596,Neobank / payments app,45-59,Get support,5
R1596,Neobank / payments app,45-59,Apply for credit,10
R1597,Private bank,30-44,Open an account,8
R1597,Private bank,30-44,Make a payment,7
R1597,Private bank,30-44,Get support,6
R1597,Private bank,30-44,Apply for credit,8
R1598,Public bank,45-59,Open an account,8
R1598,Public bank,45-59,Make a payment,9
R1598,Public bank,45-59,Get support,5
R1598,Public bank,45-59,Apply for credit,7
R1599,Private bank,18-29,Open an account,6
R1599,Private bank,18-29,Make a payment,10
R1599,Private bank,18-29,Get support,6
R1599,Private bank,18-29,Apply for credit,8
R1600,Public bank,30-44,Open an account,5
R1600,Public bank,30-44,Make a payment,8
R1600,Public bank,30-44,Get support,6
R1600,Public bank,30-44,Apply for credit,4
R1601,Private bank,30-44,Open an account,8
R1601,Private bank,30-44,Make a payment,6
R1601,Private bank,30-44,Get support,6
R1601,Private bank,30-44,Apply for credit,10
R1602,Neobank / payments app,60+,Open an account,7
R1602,Neobank / payments app,60+,Make a payment,7
R1602,Neobank / payments app,60+,Get support,8
R1602,Neobank / payments app,60+,Apply for credit,9
R1603,Neobank / payments app,60+,Open an account,7
R1603,Neobank / payments app,60+,Make a payment,10
R1603,Neobank / payments app,60+,Get support,5
R1603,Neobank / payments app,60+,Apply for credit,7
R1604,Neobank / payments app,18-29,Open an account,8
R1604,Neobank / payments app,18-29,Make a payment,10
R1604,Neobank / payments app,18-29,Get support,6
R1604,Neobank / payments app,18-29,Apply for credit,6
R1605,Neobank / payments app,30-44,Open an account,6
R1605,Neobank / payments app,30-44,Make a payment,10
R1605,Neobank / payments app,30-44,Get support,6
R1605,Neobank / payments app,30-44,Apply for credit,6
R1606,Private bank,30-44,Open an account,7
R1606,Private bank,30-44,Make a payment,9
R1606,Private bank,30-44,Get support,5
R1606,Private bank,30-44,Apply for credit,6
R1607,Private bank,30-44,Open an account,7
R1607,Private bank,30-44,Make a payment,7
R1607,Private bank,30-44,Get support,7
R1607,Private bank,30-44,Apply for credit,8
R1608,Private bank,45-59,Open an account,8
R1608,Private bank,45-59,Make a payment,4
R1608,Private bank,45-59,Get support,7
R1608,Private bank,45-59,Apply for credit,8
R1609,Neobank / payments app,18-29,Open an account,5
R1609,Neobank / payments app,18-29,Make a payment,10
R1609,Neobank / payments app,18-29,Get support,8
R1609,Neobank / payments app,18-29,Apply for credit,7
R1610,Neobank / payments app,45-59,Open an account,6
R1610,Neobank / payments app,45-59,Make a payment,10
R1610,Neobank / payments app,45-59,Get support,5
R1610,Neobank / payments app,45-59,Apply for credit,8
R1611,Private bank,30-44,Open an account,5
R1611,Private bank,30-44,Make a payment,10
R1611,Private bank,30-44,Get support,8
R1611,Private bank,30-44,Apply for credit,6
R1612,Private bank,60+,Open an account,7
R1612,Private bank,60+,Make a payment,7
R1612,Private bank,60+,Get support,6
R1612,Private bank,60+,Apply for credit,10
R1613,Neobank / payments app,18-29,Open an account,10
R1613,Neobank / payments app,18-29,Make a payment,9
R1613,Neobank / payments app,18-29,Get support,8
R1613,Neobank / payments app,18-29,Apply for credit,5
R1614,Neobank / payments app,18-29,Open an account,9
R1614,Neobank / payments app,18-29,Make a payment,10
R1614,Neobank / payments app,18-29,Get support,5
R1614,Neobank / payments app,18-29,Apply for credit,7
R1615,Private bank,18-29,Open an account,10
R1615,Private bank,18-29,Make a payment,7
R1615,Private bank,18-29,Get support,9
R1615,Private bank,18-29,Apply for credit,10
R1616,Neobank / payments app,18-29,Open an account,8
R1616,Neobank / payments app,18-29,Make a payment,10
R1616,Neobank / payments app,18-29,Get support,5
R1616,Neobank / payments app,18-29,Apply for credit,6
R1617,Private bank,30-44,Open an account,5
R1617,Private bank,30-44,Make a payment,10
R1617,Private bank,30-44,Get support,8
R1617,Private bank,30-44,Apply for credit,2
R1618,Neobank / payments app,30-44,Open an account,10
R1618,Neobank / payments app,30-44,Make a payment,10
R1618,Neobank / payments app,30-44,Get support,7
R1618,Neobank / payments app,30-44,Apply for credit,9
R1619,Private bank,30-44,Open an account,10
R1619,Private bank,30-44,Make a payment,9
R1619,Private bank,30-44,Get support,4
R1619,Private bank,30-44,Apply for credit,10
R1620,Private bank,18-29,Open an account,10
R1620,Private bank,18-29,Make a payment,10
R1620,Private bank,18-29,Get support,7
R1620,Private bank,18-29,Apply for credit,8
R1621,Private bank,30-44,Open an account,6
R1621,Private bank,30-44,Make a payment,10
R1621,Private bank,30-44,Get support,7
R1621,Private bank,30-44,Apply for credit,9
R1622,Public bank,18-29,Open an account,5
R1622,Public bank,18-29,Make a payment,7
R1622,Public bank,18-29,Get support,10
R1622,Public bank,18-29,Apply for credit,8
R1623,Public bank,30-44,Open an account,7
R1623,Public bank,30-44,Make a payment,7
R1623,Public bank,30-44,Get support,7
R1623,Public bank,30-44,Apply for credit,4
R1624,Public bank,18-29,Open an account,7
R1624,Public bank,18-29,Make a payment,7
R1624,Public bank,18-29,Get support,7
R1624,Public bank,18-29,Apply for credit,7
R1625,Private bank,60+,Open an account,9
R1625,Private bank,60+,Make a payment,8
R1625,Private bank,60+,Get support,6
R1625,Private bank,60+,Apply for credit,7
R1626,Neobank / payments app,18-29,Open an account,10
R1626,Neobank / payments app,18-29,Make a payment,10
R1626,Neobank / payments app,18-29,Get support,6
R1626,Neobank / payments app,18-29,Apply for credit,5
R1627,Private bank,30-44,Open an account,4
R1627,Private bank,30-44,Make a payment,8
R1627,Private bank,30-44,Get support,9
R1627,Private bank,30-44,Apply for credit,9
R1628,Private bank,18-29,Open an account,8
R1628,Private bank,18-29,Make a payment,5
R1628,Private bank,18-29,Get support,9
R1628,Private bank,18-29,Apply for credit,5
R1629,Private bank,45-59,Open an account,6
R1629,Private bank,45-59,Make a payment,5
R1629,Private bank,45-59,Get support,8
R1629,Private bank,45-59,Apply for credit,10
R1630,Neobank / payments app,18-29,Open an account,6
R1630,Neobank / payments app,18-29,Make a payment,8
R1630,Neobank / payments app,18-29,Get support,6
R1630,Neobank / payments app,18-29,Apply for credit,7
R1631,Private bank,30-44,Open an account,6
R1631,Private bank,30-44,Make a payment,10
R1631,Private bank,30-44,Get support,10
R1631,Private bank,30-44,Apply for credit,4
R1632,Neobank / payments app,45-59,Open an account,7
R1632,Neobank / payments app,45-59,Make a payment,10
R1632,Neobank / payments app,45-59,Get support,9
R1632,Neobank / payments app,45-59,Apply for credit,7
R1633,Public bank,18-29,Open an account,4
R1633,Public bank,18-29,Make a payment,7
R1633,Public bank,18-29,Get support,5
R1633,Public bank,18-29,Apply for credit,7
R1634,Neobank / payments app,45-59,Open an account,10
R1634,Neobank / payments app,45-59,Make a payment,10
R1634,Neobank / payments app,45-59,Get support,9
R1634,Neobank / payments app,45-59,Apply for credit,10
R1635,Private bank,30-44,Open an account,9
R1635,Private bank,30-44,Make a payment,6
R1635,Private bank,30-44,Get support,8
R1635,Private bank,30-44,Apply for credit,7
R1636,Private bank,18-29,Open an account,8
R1636,Private bank,18-29,Make a payment,7
R1636,Private bank,18-29,Get support,7
R1636,Private bank,18-29,Apply for credit,7
R1637,Neobank / payments app,45-59,Open an account,9
R1637,Neobank / payments app,45-59,Make a payment,8
R1637,Neobank / payments app,45-59,Get support,6
R1637,Neobank / payments app,45-59,Apply for credit,8
R1638,Public bank,30-44,Open an account,3
R1638,Public bank,30-44,Make a payment,10
R1638,Public bank,30-44,Get support,8
R1638,Public bank,30-44,Apply for credit,4
R1639,Private bank,30-44,Open an account,9
R1639,Private bank,30-44,Make a payment,7
R1639,Private bank,30-44,Get support,6
R1639,Private bank,30-44,Apply for credit,6
R1640,Private bank,18-29,Open an account,7
R1640,Private bank,18-29,Make a payment,9
R1640,Private bank,18-29,Get support,9
R1640,Private bank,18-29,Apply for credit,5
R1641,Private bank,45-59,Open an account,7
R1641,Private bank,45-59,Make a payment,10
R1641,Private bank,45-59,Get support,9
R1641,Private bank,45-59,Apply for credit,5
R1642,Private bank,18-29,Open an account,6
R1642,Private bank,18-29,Make a payment,7
R1642,Private bank,18-29,Get support,9
R1642,Private bank,18-29,Apply for credit,8
R1643,Private bank,60+,Open an account,10
R1643,Private bank,60+,Make a payment,8
R1643,Private bank,60+,Get support,8
R1643,Private bank,60+,Apply for credit,6
R1644,Public bank,18-29,Open an account,0
R1644,Public bank,18-29,Make a payment,7
R1644,Public bank,18-29,Get support,5
R1644,Public bank,18-29,Apply for credit,4
R1645,Neobank / payments app,18-29,Open an account,8
R1645,Neobank / payments app,18-29,Make a payment,7
R1645,Neobank / payments app,18-29,Get support,6
R1645,Neobank / payments app,18-29,Apply for credit,10
R1646,Neobank / payments app,60+,Open an account,8
R1646,Neobank / payments app,60+,Make a payment,9
R1646,Neobank / payments app,60+,Get support,6
R1646,Neobank / payments app,60+,Apply for credit,9
R1647,Public bank,18-29,Open an account,6
R1647,Public bank,18-29,Make a payment,8
R1647,Public bank,18-29,Get support,4
R1647,Public bank,18-29,Apply for credit,3
R1648,Neobank / payments app,45-59,Open an account,7
R1648,Neobank / payments app,45-59,Make a payment,5
R1648,Neobank / payments app,45-59,Get support,8
R1648,Neobank / payments app,45-59,Apply for credit,9
R1649,Neobank / payments app,18-29,Open an account,9
R1649,Neobank / payments app,18-29,Make a payment,10
R1649,Neobank / payments app,18-29,Get support,6
R1649,Neobank / payments app,18-29,Apply for credit,7
R1650,Neobank / payments app,45-59,Open an account,7
R1650,Neobank / payments app,45-59,Make a payment,9
R1650,Neobank / payments app,45-59,Get support,3
R1650,Neobank / payments app,45-59,Apply for credit,5
R1651,Public bank,45-59,Open an account,5
R1651,Public bank,45-59,Make a payment,7
R1651,Public bank,45-59,Get support,4
R1651,Public bank,45-59,Apply for credit,6
R1652,Neobank / payments app,45-59,Open an account,5
R1652,Neobank / payments app,45-59,Make a payment,9
R1652,Neobank / payments app,45-59,Get support,7
R1652,Neobank / payments app,45-59,Apply for credit,6
R1653,Neobank / payments app,18-29,Open an account,8
R1653,Neobank / payments app,18-29,Make a payment,8
R1653,Neobank / payments app,18-29,Get support,5
R1653,Neobank / payments app,18-29,Apply for credit,8
R1654,Private bank,18-29,Open an account,5
R1654,Private bank,18-29,Make a payment,7
R1654,Private bank,18-29,Get support,9
R1654,Private bank,18-29,Apply for credit,7
R1655,Public bank,30-44,Open an account,8
R1655,Public bank,30-44,Make a payment,4
R1655,Public bank,30-44,Get support,6
R1655,Public bank,30-44,Apply for credit,10
R1656,Neobank / payments app,30-44,Open an account,10
R1656,Neobank / payments app,30-44,Make a payment,8
R1656,Neobank / payments app,30-44,Get support,6
R1656,Neobank / payments app,30-44,Apply for credit,10
R1657,Private bank,30-44,Open an account,7
R1657,Private bank,30-44,Make a payment,10
R1657,Private bank,30-44,Get support,6
R1657,Private bank,30-44,Apply for credit,6
R1658,Private bank,18-29,Open an account,8
R1658,Private bank,18-29,Make a payment,9
R1658,Private bank,18-29,Get support,9
R1658,Private bank,18-29,Apply for credit,5
R1659,Neobank / payments app,18-29,Open an account,9
R1659,Neobank / payments app,18-29,Make a payment,10
R1659,Neobank / payments app,18-29,Get support,5
R1659,Neobank / payments app,18-29,Apply for credit,8
R1660,Public bank,60+,Open an account,6
R1660,Public bank,60+,Make a payment,5
R1660,Public bank,60+,Get support,9
R1660,Public bank,60+,Apply for credit,5
R1661,Public bank,30-44,Open an account,8
R1661,Public bank,30-44,Make a payment,9
R1661,Public bank,30-44,Get support,6
R1661,Public bank,30-44,Apply for credit,5
R1662,Public bank,45-59,Open an account,8
R1662,Public bank,45-59,Make a payment,7
R1662,Public bank,45-59,Get support,4
R1662,Public bank,45-59,Apply for credit,4
R1663,Private bank,45-59,Open an account,8
R1663,Private bank,45-59,Make a payment,10
R1663,Private bank,45-59,Get support,8
R1663,Private bank,45-59,Apply for credit,8
R1664,Private bank,30-44,Open an account,7
R1664,Private bank,30-44,Make a payment,8
R1664,Private bank,30-44,Get support,9
R1664,Private bank,30-44,Apply for credit,9
R1665,Neobank / payments app,30-44,Open an account,7
R1665,Neobank / payments app,30-44,Make a payment,9
R1665,Neobank / payments app,30-44,Get support,6
R1665,Neobank / payments app,30-44,Apply for credit,8
R1666,Public bank,45-59,Open an account,6
R1666,Public bank,45-59,Make a payment,8
R1666,Public bank,45-59,Get support,4
R1666,Public bank,45-59,Apply for credit,6
R1667,Private bank,18-29,Open an account,8
R1667,Private bank,18-29,Make a payment,10
R1667,Private bank,18-29,Get support,6
R1667,Private bank,18-29,Apply for credit,5
R1668,Public bank,30-44,Open an account,8
R1668,Public bank,30-44,Make a payment,9
R1668,Public bank,30-44,Get support,9
R1668,Public bank,30-44,Apply for credit,6
R1669,Neobank / payments app,18-29,Open an account,8
R1669,Neobank / payments app,18-29,Make a payment,10
R1669,Neobank / payments app,18-29,Get support,6
R1669,Neobank / payments app,18-29,Apply for credit,8
R1670,Private bank,18-29,Open an account,8
R1670,Private bank,18-29,Make a payment,9
R1670,Private bank,18-29,Get support,5
